idx	objectID	hostless	comment
147    ZTF22abmpqbq	True
148    ZTF23abcqzvm	True
149    ZTF23abgvtxr	True
150    ZTF18absoghh	False	"in small galaxy"
151    ZTF19abkaxlf	False	"small galaxy very closeby"
152    ZTF22abahblc	False	"in small galaxy and crowded field"
153    ZTF23aaejvzv	False	"in small galaxy"
154    ZTF18aczddnw	False	"in small galaxy"
155    ZTF18adoeywv	False	"in tiny galaxy'
156    ZTF22abfyvhf	True
157    ZTF23aaqjuux	True
158    ZTF23aafggjj	False	"small galaxy closeby"
159    ZTF22aafumyr	True
160    ZTF22aahgxdt	True
161    ZTF22aakanzk	True
162    ZTF22aalmrqp	True
163    ZTF18abjkryl	False	"in big galaxy"
164    ZTF18adkgxye	False	"in tiny galaxy"
165    ZTF23aaawcvx	False	"in gas post-merger?"
166    ZTF22ablcybb	True
167    ZTF23abavpyk	True	"in very tiny galaxy?"
168    ZTF23abbsfxp	True
169    ZTF21abiwpjm	True	"in very tiny galaxy?"
170    ZTF23ablspnz	True
171    ZTF23aafmjbx	True
172    ZTF22abtsypf	False	"in tiny galaxy"
173    ZTF18adnfkzf	True
174    ZTF22aadqkgp	False	"in tiny galaxy"
175    ZTF23aadbswn	True
176    ZTF23aapvrkk	True	"in very tiny galaxy?"
177    ZTF23aajrmfh	False	"in big galaxy"
178    ZTF22aaahull	True	"in vey tiny galaxy?"
179    ZTF22aaszlph	True
180    ZTF22abfxmvf	True	"in vey tiny galaxy?"
